BQ1,BQ2,BQ3,BQ4,BQ5,BQ6,BQ7,BQ8,BQ9,BQ10,BQ11,BQ12,BQ13,BQ14,BQ15,BQ16,BQ17,BQ18,BQ19,TQ1,TQ2,TQ3,TQ4,TQ5,TQ6,TQ7,TQ8,TQ9,TQ10,TQ11,TQ12,TQ13,TQ14,TQ15,TQ16,TQ17,TQ18,TQ19,%BSUM,%TSUM,ClusterN
4,1,2,1,1,1,1,3,3,2,4,2,1,1,1,1,2,3,1,1,2,2,4,1,4,3,1,1,4,4,3,5,3,3,2,4,2,3,46.66666666666666,68.42105263157896,Migrate
1,1,4,2,3,1,1,1,2,2,2,1,3,4,2,1,1,4,1,2,3,1,3,4,4,4,4,4,4,4,3,3,2,4,3,1,3,3,49.33333333333333,77.63157894736842,Migrate
1,1,1,2,2,1,3,1,1,3,3,1,4,2,1,1,3,2,1,2,4,3,1,4,2,4,1,1,4,1,3,4,1,2,1,1,4,3,45.33333333333333,60.526315789473685,Migrate
3,1,3,1,3,1,4,1,2,3,1,1,1,1,3,1,3,1,1,2,2,4,3,4,3,1,1,4,4,4,2,1,3,3,3,4,3,2,46.66666666666666,69.73684210526316,Migrate
4,1,4,2,1,2,1,1,1,1,2,2,2,2,3,1,1,3,1,1,4,1,3,1,2,2,1,4,1,4,4,4,3,4,3,4,3,2,46.66666666666666,67.10526315789474,Migrate
3,3,2,1,1,1,3,4,1,1,2,1,2,1,1,4,3,2,1,2,2,4,1,2,1,2,4,4,1,4,4,3,3,4,1,1,1,2,49.33333333333333,60.526315789473685,Migrate
1,3,1,2,4,2,2,3,1,1,1,2,1,3,1,1,2,4,1,3,1,1,1,4,4,2,4,1,1,4,1,4,3,3,2,1,1,1,48.0,55.26315789473685,Migrate
3,4,1,1,4,1,1,2,2,1,3,3,1,2,2,1,2,1,1,1,2,3,1,3,3,4,4,1,1,4,3,4,1,2,4,4,3,4,48.0,68.42105263157896,Migrate
1,3,1,2,2,2,2,1,1,3,3,1,2,1,1,1,4,1,1,3,4,1,3,4,2,4,4,4,1,1,2,1,1,2,3,1,3,1,44.0,59.21052631578948,Migrate
1,1,1,2,2,1,4,3,2,1,1,3,1,4,1,1,4,3,1,4,4,1,4,1,1,1,1,4,1,4,3,2,3,1,3,1,3,4,49.33333333333333,60.526315789473685,Migrate
1,1,3,4,1,2,2,1,1,4,3,1,1,4,1,1,3,1,1,2,3,4,3,2,4,2,1,4,1,1,1,2,3,3,1,4,3,2,48.0,60.526315789473685,Migrate
3,2,1,1,1,1,2,1,1,3,4,1,4,2,4,1,2,2,1,3,3,3,4,4,4,2,1,1,1,4,4,2,3,3,1,4,4,4,49.33333333333333,72.36842105263159,Migrate
2,4,1,1,1,3,2,2,1,2,2,3,4,2,1,1,1,3,1,2,4,3,3,1,4,3,4,1,1,1,1,4,1,3,1,1,1,2,49.33333333333333,53.94736842105264,Migrate
2,2,4,1,1,1,3,1,1,1,2,2,1,4,4,1,1,1,4,2,4,4,1,3,2,1,1,1,4,1,4,3,2,1,3,1,2,2,49.33333333333333,55.26315789473685,Migrate
2,2,4,4,1,3,2,1,1,1,3,1,4,1,1,1,1,1,1,4,4,2,4,3,1,1,4,1,4,4,4,4,3,4,1,4,3,2,46.66666666666666,75.0,Migrate
3,1,2,2,1,1,2,2,1,2,2,1,4,2,2,1,3,3,1,4,3,1,3,3,2,4,1,4,4,1,1,3,1,1,2,1,4,3,48.0,60.526315789473685,Migrate
1,3,1,1,2,1,1,1,1,3,1,1,4,1,4,1,2,3,1,4,2,2,4,2,1,1,4,4,1,4,2,5,1,3,3,1,1,3,44.0,63.15789473684211,Migrate
2,1,1,1,2,3,3,1,1,2,4,1,2,1,1,1,4,1,1,1,2,2,4,1,2,1,4,1,4,1,2,1,2,4,1,1,4,4,44.0,55.26315789473685,Migrate
2,2,1,1,4,3,1,2,2,3,3,2,1,1,1,4,2,1,1,1,2,4,1,3,2,2,1,1,1,1,4,4,3,2,2,4,2,1,49.33333333333333,53.94736842105264,Migrate
1,1,2,2,3,1,4,2,1,3,1,2,1,2,4,1,1,4,1,1,3,1,4,3,2,3,1,4,4,4,2,5,3,3,3,4,1,4,49.33333333333333,72.36842105263159,Migrate
3,4,1,3,3,2,1,2,3,1,1,1,2,4,1,1,1,2,1,1,3,3,2,3,3,1,1,1,4,4,3,2,1,1,4,4,4,3,49.33333333333333,63.15789473684211,Migrate
3,1,1,4,1,2,3,2,4,1,1,2,1,1,1,1,2,1,1,2,1,4,2,3,3,2,4,4,1,1,4,2,1,4,3,4,2,2,44.0,64.47368421052632,Migrate
1,1,2,2,4,2,4,3,1,1,1,1,3,2,1,1,1,2,4,3,3,3,4,2,2,3,4,1,1,4,2,2,3,1,1,4,2,1,49.33333333333333,60.526315789473685,Migrate
2,2,1,3,1,2,1,2,3,2,1,1,1,3,2,1,1,2,4,2,1,4,3,2,4,4,1,1,1,4,3,5,1,3,3,4,4,2,46.66666666666666,68.42105263157896,Migrate
2,1,1,1,4,2,3,1,2,2,2,2,2,3,1,1,2,3,1,2,3,3,1,1,3,3,4,4,4,4,4,3,2,1,3,1,2,4,48.0,68.42105263157896,Migrate
1,1,4,4,4,1,2,1,2,4,1,1,1,1,1,1,1,2,4,3,1,2,3,2,4,3,4,4,1,4,4,2,1,3,4,1,1,3,49.33333333333333,65.78947368421053,Migrate
1,2,4,4,2,1,1,3,1,1,2,2,2,1,1,1,3,1,4,2,4,1,2,2,3,4,4,4,1,4,4,3,1,2,4,1,4,1,49.33333333333333,67.10526315789474,Migrate
1,1,3,3,1,3,3,2,1,1,2,1,1,4,1,4,2,2,1,2,4,4,2,1,4,4,1,4,4,1,1,5,3,4,3,1,3,2,49.33333333333333,69.73684210526316,Migrate
3,1,4,3,3,3,2,3,1,1,2,1,2,2,2,1,1,1,1,1,4,3,3,2,2,1,4,4,1,4,4,1,1,3,2,4,1,4,49.33333333333333,64.47368421052632,Migrate
2,3,2,2,1,1,1,1,4,2,1,2,2,2,1,1,3,1,4,1,3,4,4,2,4,4,1,1,4,1,2,2,3,3,4,4,4,1,48.0,68.42105263157896,Migrate
4,1,2,1,2,1,4,2,1,1,2,3,1,2,1,4,1,1,1,3,2,3,2,3,2,3,4,1,4,1,1,5,2,2,4,1,2,1,46.66666666666666,60.526315789473685,Migrate
3,3,4,2,1,2,2,3,2,1,2,3,1,1,1,1,3,1,1,4,3,1,2,3,2,2,1,1,4,4,4,5,2,4,1,1,3,4,49.33333333333333,67.10526315789474,Migrate
2,1,1,1,4,4,4,4,1,1,2,1,1,1,1,1,4,2,1,4,2,2,4,4,4,1,4,4,1,4,1,1,2,3,3,4,1,3,49.33333333333333,68.42105263157896,Migrate
1,2,3,1,1,3,1,1,1,1,4,2,3,3,1,4,1,2,1,1,2,4,4,3,2,3,1,1,1,4,2,1,1,3,2,1,1,3,48.0,52.631578947368425,Migrate
2,2,1,4,1,2,1,2,1,3,3,3,1,1,1,1,4,3,1,3,4,1,3,4,4,1,4,1,1,4,2,4,2,1,4,1,2,4,49.33333333333333,65.78947368421053,Migrate
2,2,4,2,3,1,1,4,1,2,3,1,1,2,1,4,1,1,1,3,1,4,4,3,3,3,4,4,1,1,1,1,1,4,3,1,4,2,49.33333333333333,63.15789473684211,Migrate
2,2,1,2,1,4,2,1,1,4,1,2,1,1,1,1,1,2,4,4,1,4,3,3,1,3,1,1,1,4,1,4,2,3,1,4,2,2,45.33333333333333,59.21052631578948,Migrate
1,1,1,3,1,2,2,2,1,3,4,1,1,3,2,1,2,2,1,2,2,1,3,2,4,4,4,4,4,4,1,1,1,4,4,4,3,2,45.33333333333333,71.05263157894737,Migrate
1,2,4,1,1,3,2,2,2,3,1,1,4,1,4,1,1,1,1,1,2,2,3,4,2,2,4,4,4,1,3,2,1,3,4,4,1,1,48.0,63.15789473684211,Migrate
1,1,2,4,1,1,2,4,1,2,2,2,1,2,1,1,4,2,1,1,1,1,1,3,3,4,4,4,4,1,4,2,2,3,3,1,1,4,46.66666666666666,61.8421052631579,Migrate
2,1,1,1,3,1,4,1,2,2,2,1,3,1,1,4,4,2,1,4,4,2,2,3,1,4,1,1,4,4,3,4,3,3,4,4,2,1,49.33333333333333,71.05263157894737,Migrate
1,1,1,4,1,3,4,3,1,2,1,2,4,3,1,1,1,2,1,3,4,3,4,4,3,3,1,1,4,4,2,5,3,2,2,4,3,3,49.33333333333333,76.31578947368422,Migrate
1,3,1,1,2,2,1,2,3,3,1,2,1,4,1,1,1,1,4,2,2,2,4,3,1,2,1,1,4,4,4,1,3,1,1,1,3,4,46.66666666666666,57.89473684210527,Migrate
1,2,1,1,3,3,3,1,1,2,2,1,2,3,1,4,1,3,1,3,2,4,4,2,3,1,4,4,4,4,3,3,1,4,4,1,1,3,48.0,72.36842105263159,Migrate
1,2,1,2,1,4,2,4,1,3,3,2,3,1,1,1,2,1,1,2,2,1,2,2,4,2,1,4,4,1,4,3,2,1,4,4,4,2,48.0,64.47368421052632,Migrate
1,2,1,3,1,1,2,2,1,1,4,3,2,1,2,1,3,2,4,4,3,3,2,2,2,1,4,1,4,4,3,1,3,4,3,4,3,3,49.33333333333333,71.05263157894737,Migrate
1,1,2,2,3,3,3,2,4,1,2,1,2,1,1,1,1,4,1,4,2,2,1,4,4,1,1,1,4,1,1,1,2,2,4,4,3,2,48.0,57.89473684210527,Migrate
1,1,1,1,4,4,1,1,3,2,1,3,2,2,1,1,2,3,1,2,3,4,1,1,2,2,4,4,1,4,1,2,1,4,3,4,2,2,46.66666666666666,61.8421052631579,Migrate
3,2,4,2,1,1,3,1,1,1,1,1,3,1,2,1,2,2,1,3,4,3,3,4,2,1,1,1,1,1,4,5,3,3,1,1,4,3,44.0,63.15789473684211,Migrate
1,1,1,2,3,3,1,1,2,2,1,1,1,1,3,4,2,1,1,4,1,2,1,4,4,1,1,4,4,4,4,4,1,2,1,4,3,3,42.66666666666666,68.42105263157896,Migrate
2,1,3,2,2,1,3,2,1,2,3,2,1,1,4,1,2,1,1,3,3,4,3,1,4,1,4,1,4,4,1,5,2,1,2,1,4,1,46.66666666666666,64.47368421052632,Migrate
1,3,2,1,3,3,1,2,2,1,2,2,3,1,1,1,2,4,1,4,4,4,1,3,1,3,1,1,1,4,1,1,3,1,3,1,4,1,48.0,55.26315789473685,Migrate
2,4,2,4,1,1,2,1,3,2,1,3,1,2,1,1,1,4,1,2,4,1,4,3,1,1,1,1,1,4,4,3,1,2,3,1,4,1,49.33333333333333,55.26315789473685,Migrate
1,1,1,2,1,2,2,2,3,2,1,1,3,4,2,4,1,3,1,3,2,4,4,3,2,1,1,4,1,4,4,2,1,3,2,1,1,2,49.33333333333333,59.21052631578948,Migrate
1,1,1,2,2,2,2,3,1,3,4,3,1,2,1,4,1,2,1,4,4,1,1,1,3,4,1,1,1,1,3,1,2,4,1,1,3,4,49.33333333333333,53.94736842105264,Migrate
3,3,1,3,2,1,1,1,1,1,2,2,3,1,3,1,4,3,1,4,3,3,3,2,4,1,1,1,4,1,2,1,1,1,2,4,2,3,49.33333333333333,56.578947368421055,Migrate
2,4,2,2,1,2,3,1,1,4,3,1,2,1,1,1,2,3,1,1,2,3,1,2,2,2,4,4,1,1,2,3,1,3,4,1,1,1,49.33333333333333,51.31578947368421,Migrate
3,1,2,1,3,1,1,3,1,1,2,2,3,4,3,1,2,1,1,2,2,2,4,3,2,4,1,4,1,4,2,5,1,1,4,1,2,4,48.0,64.47368421052632,Migrate
2,3,3,2,1,4,1,2,2,1,1,2,2,2,1,1,4,2,1,2,2,3,3,3,3,1,4,1,1,4,1,4,2,2,3,4,2,1,49.33333333333333,60.526315789473685,Migrate
2,3,1,3,3,1,1,2,1,2,1,3,1,4,4,1,1,2,1,2,3,1,3,2,4,2,1,4,4,4,1,4,3,4,1,1,4,2,49.33333333333333,65.78947368421053,Migrate
1,2,2,1,4,1,4,3,1,2,3,2,1,1,2,1,1,1,4,2,4,2,4,4,4,4,1,4,4,4,2,3,3,4,2,4,2,2,49.33333333333333,77.63157894736842,Migrate
1,1,2,2,2,1,2,1,1,3,1,3,4,1,1,1,1,3,4,1,1,3,2,4,1,2,1,4,4,4,4,4,2,1,4,1,4,4,46.66666666666666,67.10526315789474,Migrate
1,4,1,4,1,2,1,1,2,2,4,3,1,1,2,4,1,1,1,3,3,4,1,2,2,3,4,4,1,1,4,1,2,1,1,4,4,3,49.33333333333333,63.15789473684211,Migrate
1,3,2,2,3,2,1,2,3,3,1,2,2,1,1,1,3,3,1,1,3,2,1,4,1,1,1,1,1,4,3,4,2,2,1,4,3,2,49.33333333333333,53.94736842105264,Migrate
4,1,4,3,2,1,4,2,1,1,1,1,1,3,3,1,1,1,1,3,3,1,2,4,3,3,1,4,4,1,4,4,3,1,3,4,1,4,48.0,69.73684210526316,Migrate
3,1,1,4,1,2,1,3,2,1,2,1,1,1,2,1,3,1,1,3,4,4,4,2,1,2,1,1,1,4,2,5,2,2,2,1,2,4,42.66666666666666,61.8421052631579,Migrate
3,1,1,1,2,3,2,1,1,1,3,1,2,1,1,4,1,3,4,4,1,4,4,1,1,1,4,1,1,4,2,3,1,2,4,1,3,1,48.0,56.578947368421055,Migrate
1,3,1,4,1,1,3,1,2,4,2,1,2,2,4,1,1,1,1,1,3,2,1,3,3,1,4,4,4,1,4,3,2,3,3,4,4,3,48.0,69.73684210526316,Migrate
3,4,2,1,1,1,2,2,1,2,1,3,2,2,1,1,1,3,4,1,4,4,1,4,2,4,1,1,4,4,4,4,2,2,3,1,1,3,49.33333333333333,65.78947368421053,Migrate
1,3,2,1,1,2,3,2,2,2,3,1,2,2,3,1,3,1,1,2,1,4,2,1,1,1,4,4,1,1,3,5,3,2,1,1,2,4,48.0,56.578947368421055,Migrate
3,2,1,2,4,1,1,4,1,1,1,3,1,1,1,1,3,1,4,3,4,1,2,3,2,2,1,1,4,1,3,4,1,2,4,4,3,3,48.0,63.15789473684211,Migrate
1,1,2,1,3,2,2,2,2,2,2,1,1,3,2,4,1,1,4,1,3,2,4,3,1,4,1,4,4,1,1,4,3,3,1,1,4,1,49.33333333333333,60.526315789473685,Migrate
1,1,2,1,1,2,2,1,2,3,4,1,2,1,4,1,1,2,4,3,3,1,1,2,4,4,4,4,1,4,4,2,2,4,1,4,3,3,48.0,71.05263157894737,Migrate
1,1,1,4,1,4,1,2,4,3,1,1,2,1,1,1,1,3,1,2,2,1,3,1,1,3,1,4,4,4,1,3,2,1,1,1,2,4,45.33333333333333,53.94736842105264,Migrate
1,4,3,2,2,3,1,1,3,4,2,2,1,2,1,1,1,1,1,2,2,4,2,2,3,4,1,1,1,1,3,5,3,3,1,1,4,3,48.0,60.526315789473685,Migrate
2,1,1,1,2,2,1,2,3,1,1,2,1,3,4,4,1,1,1,3,1,1,2,3,3,2,1,4,1,1,3,1,2,3,2,4,2,4,45.33333333333333,56.578947368421055,Migrate
2,2,1,4,4,1,1,2,3,1,1,1,2,3,2,1,1,2,1,4,1,2,4,1,1,1,4,4,1,1,3,3,2,3,3,4,2,4,46.66666666666666,63.15789473684211,Migrate
3,3,4,1,2,1,1,1,4,3,3,3,1,1,1,1,1,1,1,4,2,1,3,3,2,1,4,1,1,4,2,3,1,1,4,4,2,2,48.0,59.21052631578948,Migrate
3,1,1,1,2,1,2,3,1,4,2,1,2,1,2,1,2,2,4,1,2,3,4,4,3,1,1,4,4,4,2,2,2,4,4,4,2,3,48.0,71.05263157894737,Migrate
1,2,1,2,2,2,1,1,1,4,4,1,2,1,2,1,3,1,4,2,3,4,2,4,1,1,4,1,1,4,3,1,2,1,3,1,3,2,48.0,56.578947368421055,Migrate
2,1,4,2,4,1,3,2,1,2,2,1,1,3,1,1,2,3,1,3,1,1,3,4,4,3,4,1,4,1,1,5,1,3,2,1,4,1,49.33333333333333,61.8421052631579,Migrate
3,1,3,2,2,2,1,1,1,1,2,3,3,3,1,1,3,3,1,3,4,4,1,1,4,2,4,1,4,1,3,4,1,4,4,4,1,1,49.33333333333333,67.10526315789474,Migrate
1,3,2,1,4,2,1,4,1,1,1,2,4,3,2,1,2,1,1,2,3,1,4,4,3,2,1,4,4,4,3,4,1,4,2,4,4,4,49.33333333333333,76.31578947368422,Migrate
2,1,1,2,1,2,2,3,2,1,4,2,1,3,3,1,2,3,1,2,4,1,3,1,1,2,4,1,4,4,2,1,3,1,1,4,3,4,49.33333333333333,60.526315789473685,Migrate
1,2,1,4,1,1,3,2,1,2,1,2,3,1,2,1,2,3,1,4,1,3,3,4,3,1,1,4,4,4,4,3,3,1,1,1,2,4,45.33333333333333,67.10526315789474,Migrate
2,1,4,1,3,4,3,1,1,1,4,2,2,4,2,1,1,4,4,2,3,3,1,4,1,2,1,1,1,1,1,4,2,2,1,1,1,4,60.0,47.36842105263158,Tolerate
2,3,3,2,1,3,2,2,2,4,2,3,3,3,3,4,2,1,1,3,1,3,1,1,2,2,1,4,1,1,1,1,2,4,1,1,3,1,61.33333333333333,44.736842105263165,Tolerate
3,2,1,2,3,1,1,4,1,3,3,1,1,1,1,4,3,4,1,1,1,1,1,1,3,2,1,4,1,1,3,3,1,4,2,1,1,3,53.33333333333333,46.05263157894737,Tolerate
3,4,3,3,4,4,1,4,2,2,1,2,3,3,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,3,3,2,2,4,4,1,58.66666666666666,46.05263157894737,Tolerate
1,2,4,3,2,3,3,1,1,4,4,1,2,2,2,1,3,1,1,1,2,2,1,2,2,1,1,1,4,1,4,3,1,1,1,1,4,1,54.66666666666666,44.736842105263165,Tolerate
4,1,4,2,2,4,4,4,4,2,3,2,2,1,4,1,2,4,1,3,3,2,2,2,3,1,1,1,1,1,3,2,2,3,1,1,2,1,68.0,46.05263157894737,Tolerate
1,3,2,2,1,4,3,1,4,1,1,3,1,4,4,1,3,1,1,2,4,4,1,3,1,1,4,1,1,1,1,1,2,2,2,1,2,1,54.66666666666666,46.05263157894737,Tolerate
2,2,1,3,1,3,4,1,4,2,1,3,2,3,1,4,3,2,1,2,2,2,1,1,1,2,1,4,1,1,1,1,1,1,2,1,4,4,57.33333333333333,43.42105263157895,Tolerate
1,3,2,3,1,2,4,3,4,3,1,3,2,4,1,4,2,3,1,4,2,3,3,3,3,2,1,1,1,1,1,1,2,2,2,1,1,2,62.66666666666666,47.36842105263158,Tolerate
2,3,1,4,4,3,4,2,4,4,2,2,1,3,2,4,3,4,4,1,2,1,3,2,2,3,4,4,1,1,2,1,3,2,1,1,2,1,74.66666666666666,48.6842105263158,Tolerate
1,4,4,1,4,2,2,3,1,4,3,3,2,4,4,1,4,2,1,2,1,3,2,1,2,4,1,1,4,4,1,1,2,1,4,1,1,1,66.66666666666666,48.6842105263158,Tolerate
2,3,3,3,3,4,1,3,2,2,3,2,4,1,1,4,1,1,4,1,1,3,3,2,3,1,4,1,1,1,1,2,1,2,3,4,2,1,62.66666666666666,48.6842105263158,Tolerate
4,2,4,3,2,4,1,4,2,4,3,3,2,4,3,1,3,4,4,4,1,2,2,4,1,2,1,1,4,1,1,2,1,3,1,1,1,2,76.0,46.05263157894737,Tolerate
2,3,4,3,3,2,2,2,2,2,3,2,4,4,2,1,4,1,1,3,3,2,1,1,2,1,1,1,1,1,1,4,3,2,1,4,1,3,62.66666666666666,47.36842105263158,Tolerate
2,1,1,2,1,3,4,4,2,2,2,3,1,2,1,4,4,2,1,3,4,2,1,2,2,3,4,1,1,1,1,4,1,1,1,1,3,1,56.0,48.6842105263158,Tolerate
2,1,2,1,2,2,1,3,2,3,2,2,3,2,3,4,3,2,1,1,1,1,2,1,1,3,1,4,1,4,2,5,1,1,3,1,2,2,54.66666666666666,48.6842105263158,Tolerate
2,3,3,3,3,3,2,4,1,4,1,1,1,2,3,4,3,2,4,1,3,2,4,1,2,2,1,1,1,1,3,2,1,3,3,1,1,1,65.33333333333333,44.736842105263165,Tolerate
4,4,1,1,2,3,3,2,1,4,2,3,3,2,2,4,1,4,1,2,3,2,1,1,2,3,1,1,1,1,3,1,2,4,1,1,2,4,62.66666666666666,47.36842105263158,Tolerate
3,3,1,2,3,1,3,1,1,2,2,1,2,2,1,1,1,4,4,1,2,1,4,1,1,1,1,1,1,4,4,3,1,2,1,4,1,1,50.66666666666666,46.05263157894737,Tolerate
1,2,4,4,3,4,2,3,3,3,1,3,1,1,3,1,3,3,4,3,1,2,1,1,2,3,1,1,4,1,1,5,1,1,2,1,2,1,65.33333333333333,44.736842105263165,Tolerate
4,4,1,1,2,3,1,4,2,3,2,1,4,3,2,4,2,1,4,4,1,4,3,4,1,3,1,1,1,4,1,1,2,1,1,1,2,1,64.0,48.6842105263158,Tolerate
2,4,3,2,1,1,2,3,1,3,4,2,1,1,1,1,4,2,1,1,1,1,2,4,2,4,1,1,1,1,1,3,1,1,4,1,4,3,52.0,48.6842105263158,Tolerate
1,2,2,1,3,3,1,2,4,3,4,1,2,4,3,4,3,4,4,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,4,4,3,68.0,42.10526315789474,Tolerate
1,1,3,1,1,1,3,4,4,4,3,1,4,2,3,4,4,3,1,1,1,1,1,1,1,3,1,1,1,4,1,3,1,1,1,4,3,4,64.0,44.736842105263165,Tolerate
2,2,2,2,2,3,4,4,2,4,4,1,4,4,1,4,1,1,1,1,3,1,1,1,2,3,1,4,4,1,2,1,2,4,2,1,1,1,64.0,47.36842105263158,Tolerate
1,4,3,3,4,3,2,2,4,3,1,2,1,2,3,4,2,4,1,4,1,4,1,4,2,1,4,1,1,1,1,2,1,2,1,1,1,3,65.33333333333333,47.36842105263158,Tolerate
4,2,3,3,2,3,2,4,4,3,2,1,3,3,1,1,4,1,1,1,3,4,4,3,2,3,1,1,1,1,2,1,1,1,1,1,2,2,62.66666666666666,46.05263157894737,Tolerate
2,1,2,3,1,4,2,1,1,4,2,1,2,4,3,1,2,4,1,1,4,4,1,1,2,4,1,1,1,1,3,1,2,1,4,1,2,1,54.66666666666666,47.36842105263158,Tolerate
2,3,1,1,3,2,3,1,1,3,1,3,4,4,4,4,3,2,4,2,3,4,2,1,1,1,1,1,1,1,3,1,3,3,3,1,1,4,65.33333333333333,48.6842105263158,Tolerate
1,2,2,4,4,1,3,3,2,4,2,1,4,3,3,4,2,3,4,1,1,4,2,2,2,1,1,1,1,4,3,1,1,4,1,1,3,1,69.33333333333333,46.05263157894737,Tolerate
4,3,2,1,4,3,2,2,2,2,4,2,2,2,3,1,3,4,4,1,3,2,1,1,2,1,1,1,1,4,1,2,2,1,2,4,1,1,66.66666666666666,42.10526315789474,Tolerate
1,1,1,2,1,1,2,3,4,1,2,1,4,4,4,4,4,4,1,1,2,4,3,1,1,2,1,1,1,1,3,3,3,2,1,1,4,2,60.0,48.6842105263158,Tolerate
2,4,1,4,4,3,1,1,4,3,4,3,4,2,3,4,1,4,1,4,2,1,4,2,1,2,4,1,1,4,3,1,1,1,2,1,1,1,70.66666666666666,48.6842105263158,Tolerate
1,1,4,3,3,3,2,2,1,2,2,2,3,1,3,4,3,2,1,2,2,4,2,1,3,2,1,1,4,1,1,1,1,2,4,1,2,1,57.33333333333333,47.36842105263158,Tolerate
1,1,1,1,3,3,1,2,2,4,3,3,3,3,2,1,2,3,4,2,1,1,4,2,3,2,1,1,1,1,2,2,1,2,1,4,2,2,57.33333333333333,46.05263157894737,Tolerate
3,1,3,3,3,1,2,2,3,3,3,3,3,3,3,4,1,3,1,3,2,1,1,2,3,3,1,1,1,1,3,3,3,1,3,1,3,1,64.0,48.6842105263158,Tolerate
3,1,4,2,1,3,1,1,1,3,4,1,1,4,4,4,4,1,1,1,3,3,2,2,2,1,1,1,1,1,3,3,1,2,2,1,4,1,58.66666666666666,46.05263157894737,Tolerate
1,3,1,4,2,4,2,4,2,2,2,3,3,2,1,4,2,1,4,2,1,1,2,3,1,3,1,1,1,1,1,1,1,2,1,1,3,4,62.66666666666666,40.78947368421053,Tolerate
4,3,4,4,2,1,1,1,1,1,4,2,4,2,3,1,4,3,1,1,3,1,2,1,1,3,1,1,1,1,3,4,2,4,1,4,2,1,61.33333333333333,48.6842105263158,Tolerate
3,3,4,1,2,2,4,1,1,4,2,1,1,2,2,1,3,4,1,2,2,2,2,2,2,3,1,1,1,4,1,1,3,3,3,1,1,2,56.0,48.6842105263158,Tolerate
1,3,2,3,3,4,1,4,2,3,2,2,2,1,4,1,3,1,1,2,1,1,1,4,1,3,4,1,1,1,2,1,2,4,2,1,4,1,57.33333333333333,48.6842105263158,Tolerate
2,2,4,3,3,3,1,4,4,3,1,1,1,1,2,1,1,4,1,2,4,2,1,2,2,3,1,1,1,1,3,1,1,1,3,1,2,3,56.0,46.05263157894737,Tolerate
2,3,1,1,2,1,1,1,2,3,4,1,1,1,2,1,4,3,4,1,1,4,2,1,2,4,1,1,1,1,3,1,3,1,1,1,1,3,50.66666666666666,43.42105263157895,Tolerate
3,2,2,2,2,4,2,2,4,4,1,2,2,2,3,1,4,4,4,2,4,3,1,3,2,2,1,1,1,1,4,1,3,2,2,1,1,2,66.66666666666666,48.6842105263158,Tolerate
4,2,2,1,4,4,1,4,1,3,3,3,1,4,4,1,1,4,1,4,3,3,4,1,1,2,1,1,1,1,3,1,2,1,1,1,2,2,64.0,46.05263157894737,Tolerate
1,2,3,2,4,1,3,4,3,3,2,2,1,3,3,1,1,1,4,1,1,1,3,3,4,2,1,1,1,1,3,5,1,1,1,1,1,3,58.66666666666666,46.05263157894737,Tolerate
3,2,4,4,1,3,4,1,4,2,1,1,4,4,2,4,2,2,4,1,4,3,1,3,2,3,1,1,1,1,1,2,1,4,1,1,1,3,69.33333333333333,46.05263157894737,Tolerate
2,3,3,2,4,3,1,1,1,4,1,2,3,3,3,1,3,4,1,1,2,1,1,1,1,3,1,1,1,1,4,1,2,4,4,4,1,3,60.0,48.6842105263158,Tolerate
3,2,2,1,1,2,2,1,4,2,1,3,3,3,1,4,2,3,1,3,3,1,1,3,2,3,1,1,1,1,1,1,1,2,4,1,4,1,54.66666666666666,46.05263157894737,Tolerate
3,1,2,2,2,1,3,1,1,1,4,3,3,3,3,1,1,4,4,4,1,3,1,2,2,3,1,4,1,1,1,2,3,2,2,1,2,1,57.33333333333333,48.6842105263158,Tolerate
3,4,3,3,1,3,4,4,4,3,3,3,1,4,1,1,2,2,4,1,4,1,1,1,2,2,4,1,1,1,2,1,1,3,4,1,2,2,70.66666666666666,46.05263157894737,Tolerate
2,4,1,3,3,2,1,1,3,2,3,3,3,4,3,4,3,2,4,1,1,1,2,2,4,1,1,4,1,1,1,2,2,2,3,1,3,4,68.0,48.6842105263158,Tolerate
1,4,1,2,1,1,1,1,2,3,1,3,2,4,4,1,4,3,4,2,1,4,1,1,1,4,1,1,1,1,2,3,2,1,3,1,3,4,57.33333333333333,48.6842105263158,Tolerate
1,2,2,1,4,1,1,3,4,2,3,2,1,1,1,4,2,2,1,2,2,1,2,2,1,3,1,1,1,1,1,2,2,3,3,4,3,1,50.66666666666666,47.36842105263158,Tolerate
4,4,1,4,2,1,4,3,2,2,1,2,3,4,4,4,4,1,4,2,1,3,3,1,1,1,4,1,1,1,1,4,2,1,1,1,1,2,72.0,42.10526315789474,Tolerate
2,1,3,1,4,1,4,2,2,2,4,3,3,3,2,1,3,4,1,2,1,1,3,1,2,2,4,1,1,1,3,2,2,3,1,1,2,3,61.33333333333333,47.36842105263158,Tolerate
3,4,1,1,1,1,2,2,2,2,3,2,4,1,4,1,3,3,4,4,4,2,1,1,1,1,4,1,1,4,1,5,1,1,1,1,1,2,58.66666666666666,48.6842105263158,Tolerate
3,1,4,4,3,1,2,2,1,3,2,1,2,2,1,4,3,1,1,3,1,4,4,1,2,1,4,1,4,1,1,1,1,2,1,1,2,2,54.66666666666666,48.6842105263158,Tolerate
